"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
solution_group,solution_priority_action_area,solution_name,stakeholder,state,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Wyoming,780.8256021,0,-780.8256021
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Kentucky,0,608.2836819,608.2836819
Prevention,Refine Product Management,Assisted Distressed Sales,Solution Providers,Maine,0,17163.36785,17163.36785
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Maryland,48016.60355,2835266.115,2787249.511
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Kentucky,4091805.88,77357126.99,73265321.1
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Kansas,0,2013686.207,2013686.207
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,Kansas,0,1920.267968,1920.267968
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,New Mexico,0,852279.3359,852279.3359
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Foodservice,Idaho,78.83413601,78.83413601,0
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,North Carolina,5135912.123,11300774.63,6164862.503
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Louisiana,392974.6653,0,-392974.6653
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Kansas,360219.273,1200314.807,840095.5344
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,Alabama,0,9481.667032,9481.667032
Recycling,Recycle Anything Remaining,Livestock Feed,Manufacturers,New York,79906.4593,57521.0318,-22385.4275
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Indiana,568024.6572,1892759.378,1324734.72
Rescue,Strengthen Food Rescue,Donation Education,Government,Colorado,1061902.239,0,-1061902.239
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Mississippi,691821.8041,988915.8012,297093.9971
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Hawaii,185242.4918,10300.59158,-174941.9003
Rescue,Strengthen Food Rescue,Donation Transportation,Retailers,South Carolina,175446.3307,121754.323,-53692.00776
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Montana,0,4849.262307,4849.262307
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Solution Providers,Arkansas,0,627658.5862,627658.5862
Recycling,Recycle Anything Remaining,Centralized Composting,Foodservice,Massachusetts,0,55565.71556,55565.71556
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Connecticut,8719531.779,87195317.79,78475786.01
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,New Hampshire,0,258.1564346,258.1564346
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,West Virginia,3834783.351,38347833.51,34513050.16
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,New York,13692.52712,9856.628549,-3835.898572
Prevention,Optimize The Harvest,Buyer Specification Expansion,Producers,Arizona,531963.8102,161413040.1,160881076.3
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Manufacturers,Iowa,0,17251.41269,17251.41269
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,Texas,2480424.665,24233740.19,21753315.53
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,Illinois,221913.6823,944148.945,722235.2627
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Rhode Island,15703.87785,10898.00515,-4805.872702
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Florida,0,134073728.7,134073728.7
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Idaho,439168.1811,1463386.638,1024218.456
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Arkansas,78115.48077,55890.50431,-22224.97646
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Illinois,26724192.12,267241921.2,240517729.1
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retailers,Georgia,13061.87604,10530322.28,10517260.4
Prevention,Optimize The Harvest,Partial Order Acceptance,Foodservice,Iowa,801272.41,839347.5827,38075.17269
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,Colorado,90534.20979,62827.93931,-27706.27048
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,Alabama,0,2181033.48,2181033.48
Prevention,Reshape Consumer Environments,Portion Sizes,Consumers,South Carolina,0,137488854.2,137488854.2
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Nevada,720176.5067,0,-720176.5067
Rescue,Strengthen Food Rescue,Donation Transportation,Retailers,Rhode Island,28490.06354,19771.22225,-8718.841289
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Arkansas,0,2417003.938,2417003.938
Rescue,Strengthen Food Rescue,Donation Education,Producers,Washington,13451612.7,0,-13451612.7
Recycling,Recycle Anything Remaining,Livestock Feed,Producers,Indiana,8572.831684,6171.19227,-2401.639414
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,Oklahoma,0,1288832.374,1288832.374
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Wisconsin,0,34522.34465,34522.34465
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Manufacturers,New York,10763672.27,0,-10763672.27
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Wyoming,11241.66112,7801.364856,-3440.296263
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Iowa,55525.26503,38532.81527,-16992.44976
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,Kentucky,384177.3611,581085.6016,196908.2405
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,New York,0,6062.790415,6062.790415
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Solution Providers,Delaware,0,230567.8371,230567.8371
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Washington,0,36144039.57,36144039.57
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,Louisiana,96919.77759,28219.87668,-68699.90091
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Solution Providers,Mississippi,2953382.517,4070459.8,1117077.282
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,New York,287529.2817,83719.14457,-203810.1372
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,West Virginia,138898.3113,0,-138898.3113
Rescue,Strengthen Food Rescue,Donation Transportation,Retailers,California,1244154.771,863404.9007,-380749.8698
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Retailers,Vermont,152854.8287,1031028.597,878173.7683
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,Iowa,0,67062.70119,67062.70119
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,Washington,142932.8643,41617.38608,-101315.4782
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,North Carolina,0,20069.09978,20069.09978
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Hawaii,1445616.741,7605224.249,6159607.508
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Consumers,Oregon,0,8882325.855,8882325.855
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Solution Providers,Ohio,0,179162.2374,179162.2374
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Alaska,481665.1574,609463.1952,127798.0377
Rescue,Strengthen Food Rescue,Donation Education,Producers,Michigan,2792035.214,0,-2792035.214
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,South Dakota,66702.90959,100891.1619,34188.25234
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,California,0,647896414.4,647896414.4
Rescue,Strengthen Food Rescue,Donation Transportation,Producers,Michigan,1200314.204,0,-1200314.204
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,Iowa,0,3555.541928,3555.541928
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,North Dakota,47647.70561,250669.1269,203021.4212
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,Mississippi,443037.4269,5516596.581,5073559.154
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Florida,0,4891.948317,4891.948317
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Producers,Nebraska,0,289.0942143,289.0942143
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Florida,469651.3983,325923.5334,-143727.8649
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,North Dakota,182347.1747,3604660.862,3422313.688
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,Illinois,0,107516203.2,107516203.2
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Nevada,162228.5734,245378.0408,83149.46739
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,Kentucky,82153.32985,321289.9232,239136.5934
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,North Carolina,0,6816.421775,6816.421775
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Kentucky,29059.26848,0,-29059.26848
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,New York,725338.8686,1097107.783,371768.9142
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,North Dakota,0,882.8741675,882.8741675
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,Arkansas,0,244.5828564,244.5828564
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,California,0,29845879.87,29845879.87
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,Mississippi,59852.24529,17427.02081,-42425.22448
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Foodservice,Wisconsin,259.4745542,259.4745542,0
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Colorado,88768.12354,347159.4353,258391.3117
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Arkansas,342970.3405,1142838.29,799867.95
Recycling,Recycle Anything Remaining,Centralized Composting,Consumers,Louisiana,0,110371.87,110371.87
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Producers,New Jersey,0,703.8162203,703.8162203
Prevention,Optimize The Harvest,Partial Order Acceptance,Retailers,North Dakota,432982.0319,453556.6397,20574.60787
Prevention,Reshape Consumer Environments,Standardized Date Labels,Manufacturers,California,765021.3803,12227700.67,11462679.29
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Retailers,Illinois,3682836.857,24841283.38,21158446.53
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,Iowa,0,5753891.592,5753891.592
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Mississippi,22567.0269,88256.41462,65689.38772
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Arizona,41801.04448,212224.7979,170423.7534
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Arkansas,16111.79569,0,-16111.79569
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Wisconsin,0,30892865.02,30892865.02
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Solution Providers,Pennsylvania,0,183424.3796,183424.3796
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Louisiana,11011914.04,110119140.4,99107226.38
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Alabama,0,21982540.86,21982540.86
Prevention,Optimize The Harvest,Partial Order Acceptance,Retailers,Louisiana,224923.3932,235611.3901,10687.9969
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Michigan,0,1108351.396,1108351.396
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Oklahoma,60616.79642,237063.6212,176446.8248
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Solution Providers,Tennessee,0,100801.8929,100801.8929
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,South Dakota,134266.7863,1311786.026,1177519.24
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Wisconsin,1082640.453,21401766.58,20319126.13
Recycling,Recycle Anything Remaining,Centralized Composting,Government,Kansas,6893045.322,6635207.959,-257837.3632
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Pennsylvania,18451859.74,97073122.64,78621262.9
Prevention,Refine Product Management,Dynamic Pricing,Retailers,West Virginia,4687263.58,4871789.842,184526.2623
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Nebraska,1598628.293,2022785.108,424156.8147
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Pennsylvania,0,56973446.59,56973446.59
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,New York,3124432.396,0,-3124432.396
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Texas,0,2828416.46,2828416.46
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,Iowa,319859.0019,0,-319859.0019
Rescue,Strengthen Food Rescue,Donation Education,Consumers,Louisiana,0,18280088.89,18280088.89
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,Washington,2575073.03,10955847.6,8380774.573
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Foodservice,Connecticut,37940.32431,255913.141,217972.8167
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Manufacturers,Ohio,9671075.876,0,-9671075.876
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Connecticut,79173.98076,119754.2201,40580.2393
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Utah,0,1768481.277,1768481.277
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,North Dakota,6794.385912,82393.53827,75599.15235
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Utah,530773.3497,0,-530773.3497
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Maine,2555312.642,13443207.4,10887894.76
Prevention,Refine Product Management,Dynamic Pricing,Retailers,Montana,2459709.215,2556542.035,96832.81944
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Nevada,747962.5038,14785812.66,14037850.16
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Florida,118065.6651,1431747.919,1313682.254
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Hawaii,351506.5125,0,-351506.5125
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,Oklahoma,2702036.237,9572666.317,6870630.08
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Arizona,0,44011030.19,44011030.19
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Vermont,15033.79838,0,-15033.79838
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,West Virginia,1540607.637,5458003.351,3917395.714
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Montana,963.2588666,0,-963.2588666
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Solution Providers,Wisconsin,340678681.4,473543367.1,132864685.7
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Producers,Hawaii,107670.2305,530316.0165,422645.7861
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Oregon,1533253.623,3863333.4,2330079.777
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Wyoming,136095.1677,0,-136095.1677
Recycling,Recycle Anything Remaining,Centralized Composting,Producers,South Carolina,0,5070.057743,5070.057743
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,Nevada,2045495.939,19984488.07,17938992.13
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,New Jersey,0,9831.512743,9831.512743
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Missouri,33932.75355,172277.3164,138344.5628
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,Mississippi,0,8077511.244,8077511.244
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,Arizona,446240.4983,2347620.197,1901379.699
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Alaska,0,4675.042302,4675.042302
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Producers,Massachusetts,0,68.14793809,68.14793809
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,Oregon,0,23723.336,23723.336
Prevention,Enhance Product Distribution,Decreased Transit Time,Producers,North Dakota,815352.1014,4289474.103,3474122.002
Recycling,Recycle Anything Remaining,Community Composting,Government,California,0,527856.8988,527856.8988
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,Indiana,7420884.818,26290415.05,18869530.23
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,Idaho,0,1666.332842,1666.332842
Prevention,Optimize The Harvest,Buyer Specification Expansion,Retailers,Wyoming,0,4248.845933,4248.845933
Rescue,Strengthen Food Rescue,Donation Education,Foodservice,Missouri,518193.4618,783791.0038,265597.542
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,Maryland,5526.154533,3978.027727,-1548.126806
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,South Carolina,0,9666.987254,9666.987254
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Kentucky,30358.10606,21720.78877,-8637.317288
Prevention,Enhance Product Distribution,First Expired First Out,Retailers,Ohio,18548804.34,72541720.87,53992916.53
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Solution Providers,Minnesota,232216.6971,0,-232216.6971
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Alaska,47639.84459,0,-47639.84459
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Rhode Island,15102.45284,10480.63481,-4621.818032
Prevention,Enhance Product Distribution,Decreased Transit Time,Producers,Idaho,5519123.293,29035476.08,23516352.79
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Oregon,0,46623337.56,46623337.56
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,Nevada,0,3651635.705,3651635.705
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Retailers,Washington,313257.4278,1590414.669,1277157.241
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,West Virginia,594.7000985,35115.62487,34520.92477
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Tennessee,1564651.298,1151902.701,-412748.597
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retailers,Rhode Island,1083.323062,862072.1318,860988.8087
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Foodservice,Massachusetts,21398.22696,108639.2565,87241.02953
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Delaware,0,5848104.078,5848104.078
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Nevada,400066.5183,1333092.929,933026.4111
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Foodservice,Vermont,43.1589925,43.1589925,0
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Iowa,7365692.207,73656922.07,66291229.86
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Solution Providers,South Dakota,0,194119.6128,194119.6128
Prevention,Enhance Product Distribution,Decreased Transit Time,Manufacturers,Massachusetts,282493.2973,1486164.911,1203671.614
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Oregon,946369.2001,18707940.08,17761570.88
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,New Mexico,0,9171008.542,9171008.542
Rescue,Strengthen Food Rescue,Donation Education,Government,Maine,203053.4496,0,-203053.4496
Rescue,Strengthen Food Rescue,Donation Education,Government,Ohio,2300501.094,0,-2300501.094
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,South Carolina,0,527037.4451,527037.4451
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,New Mexico,0,1142598.244,1142598.244
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,New York,0,10763672.27,10763672.27
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,Nevada,82140.98903,321241.66,239100.671
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,Kansas,52388.07235,204882.2583,152494.1859
Rescue,Strengthen Food Rescue,Donation Transportation,Government,Oklahoma,441795.2621,0,-441795.2621
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Illinois,0,9542860.163,9542860.163
Prevention,Optimize The Harvest,Buyer Specification Expansion,Producers,California,3054078.736,926694869,923640790.2
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Retailers,Minnesota,1664793.565,11229280.67,9564487.107
Prevention,Optimize The Harvest,Buyer Specification Expansion,Manufacturers,Hawaii,0,262192.2554,262192.2554
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Iowa,76266.72046,54567.74287,-21698.97759
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Arizona,0,4086033.419,4086033.419
Prevention,Refine Product Management,Waste Tracking (foodservice),Foodservice,California,130060739.9,453545586.2,323484846.3
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,California,0,71569.86218,71569.86218
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,Connecticut,0,4322.379427,4322.379427
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Arizona,302794.8456,457990.8732,155196.0275
Recycling,Recycle Anything Remaining,Livestock Feed,Producers,Alabama,2813.31706,2025.179209,-788.1378505
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Solution Providers,Washington,12126520.82,16713214.49,4586693.676
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Kansas,106672.6972,0,-106672.6972
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,North Dakota,0,492198.3596,492198.3596
Recycling,Recycle Anything Remaining,Livestock Feed,Producers,Washington,233046.0206,167759.2485,-65286.77212
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Kansas,0,2623306.286,2623306.286
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Utah,257658.7748,858564.9514,600906.1766
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Tennessee,0,1132.66587,1132.66587
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Florida,0,58387456.54,58387456.54
Rescue,Strengthen Food Rescue,Donation Transportation,Government,Wyoming,55188.42662,0,-55188.42662
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,Alabama,391571.1936,3825649.174,3434077.98
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,Oregon,4115.197425,2962.34377,-1152.853654
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Consumers,Ohio,0,6202.622043,6202.622043
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Indiana,0,48087.44467,48087.44467
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Hawaii,7039.040392,5036.332281,-2002.708112
Recycling,Recycle Anything Remaining,Centralized Composting,Consumers,Rhode Island,0,18808.85545,18808.85545
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,Massachusetts,765702.0058,0,-765702.0058
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Rhode Island,610.5310496,46232.12183,45621.59078
Recycling,Recycle Anything Remaining,Centralized Composting,Solution Providers,Louisiana,9435866.585,10588929.04,1153062.451
Rescue,Strengthen Food Rescue,Donation Education,Producers,New York,2366542.447,0,-2366542.447
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Kentucky,955952.2332,0,-955952.2332
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,South Dakota,1440546.324,3169697.798,1729151.474
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Maryland,45608.56344,553081.7598,507473.1963
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,West Virginia,260146.9058,0,-260146.9058
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,New York,187008.1754,129777.8853,-57230.29008
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Pennsylvania,251961.2035,14877709.16,14625747.96
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Maryland,99533.4437,263441.0415,163907.5978
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Maine,24501.76363,17530.65989,-6971.103736
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,Vermont,88640.21402,1103726.845,1015086.631
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Virginia,81897.42571,4835847.995,4753950.569
Recycling,Recycle Anything Remaining,Centralized Composting,Producers,North Carolina,0,9965.330318,9965.330318
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,Virginia,0,15837316.55,15837316.55
Prevention,Enhance Product Distribution,Intelligent Routing,Retailers,Kansas,6789696.204,22624477.65,15834781.45
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,Nebraska,21511.9889,14928.65444,-6583.334458
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Arkansas,97535.08556,0,-97535.08556
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Foodservice,Louisiana,53365.03526,359955.1149,306590.0796
Rescue,Strengthen Food Rescue,Donation Education,Retailers,West Virginia,27401.05635,19015.48497,-8385.571382
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,North Carolina,214294.5546,62395.58172,-151898.9729
Prevention,Reshape Consumer Environments,Package Design,Consumers,Alabama,0,43337676.85,43337676.85
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Connecticut,0,2520581.156,2520581.156
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Connecticut,22905.75541,0,-22905.75541
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Texas,249323.9525,3023478.927,2774154.974
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,New Mexico,128521.2986,676135.8453,547614.5467
Prevention,Optimize The Harvest,Gleaning,Solution Providers,Washington,6125756.237,0,-6125756.237
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,Colorado,0,7438.652812,7438.652812
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,Oregon,0,7658.239603,7658.239603
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Illinois,3168328.372,0,-3168328.372
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Iowa,119323.3348,0,-119323.3348
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,Idaho,0,44543159.08,44543159.08
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Foodservice,Arizona,277.5094651,277.5094651,0
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Manufacturers,Louisiana,0,21676.04604,21676.04604
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Kentucky,32034.38813,388471.6909,356437.3028
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,California,13762999.09,58555745.36,44792746.27
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Rhode Island,140893.1658,0,-140893.1658
Prevention,Refine Product Management,Markdown Alert Applications,Solution Providers,Minnesota,0,18198214.55,18198214.55
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,Vermont,0,8043.670414,8043.670414
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,Ohio,12701859.63,27948463.6,15246603.97
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,New York,1831601.294,6103221.897,4271620.603
