"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit,relevent_for_consumers,relevent_for_foodservice,relevent_for_government,relevent_for_manufacturers,relevent_for_producers,relevent_for_retailers,relevent_for_solution_providers
Prevention,Reshape Consumer Environments,Trayless,Iowa,988.7072024,4801.012637,236912668.3,1647845.337,0,204825.9027,3680345.958,3475520.055,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Kansas,604.6529325,2939.263441,144873827.4,1007754.887,0,125263.1542,2250749.231,2125486.077,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Kentucky,912.539312,4435.630374,218627528.6,1520898.853,0,189046.5528,3396819.968,3207773.416,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Louisiana,1679.712612,8165.611133,402477450.1,2799521.021,0,347978.3006,6252532.103,5904553.802,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Maine,494.421256,2268.843015,118472725.2,824035.4266,0,102426.9671,1840424.816,1737997.849,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Maryland,1698.69113,8008.385929,407022562.1,2831151.883,0,351909.9924,6323177.396,5971267.403,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Massachusetts,2206.808555,9604.028272,513189092.2,3678014.258,0,457174.3315,8214584.585,7757410.254,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Michigan,2331.351262,11262.5762,558624364.6,3885585.436,0,482975.2687,8678180.124,8195204.856,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Minnesota,1521.301167,7160.560665,364526618.8,2535501.944,0,315160.9334,5662864.178,5347703.245,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Mississippi,1259.851394,6124.910811,301893962.5,2099752.323,0,260997.592,4689648.234,4428650.642,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Missouri,1843.356141,8961.019708,441682222.3,3072260.235,0,381879.5743,6861675.838,6479796.264,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Montana,562.6108463,2735.245119,134819101.6,937684.7438,0,116553.4894,2094252.524,1977699.034,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Nebraska,472.6591656,2297.672411,113250478.9,787765.276,0,97918.61537,1759418.001,1661499.386,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Nevada,7729.008724,37578.89615,1852257469,12881681.21,0,1601183.025,28770323.46,27169140.43,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,New Hampshire,414.9421223,1954.153346,99428820.64,691570.2039,0,85961.6422,1544573.114,1458611.472,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,New Jersey,2712.205633,12835.21178,649931702.2,4520342.721,0,561875.1089,10095865.6,9533990.495,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,New Mexico,932.4407896,4533.015676,223429700.9,1554067.983,0,193169.45,3470900.872,3277731.422,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,New York,5929.448606,28207.7009,1420767276,9882414.344,0,1228376.47,22071673.15,20843296.68,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,North Carolina,2484.216692,12075.01568,595164237.7,4140361.154,0,514643.6936,9247203.661,8732559.967,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,North Dakota,47.86681718,232.568915,11462744.03,79778.02863,0,9916.347342,178178.5818,168262.2344,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Ohio,2420.739659,11766.91822,579979929,4034566.099,0,501493.4499,9010917.892,8509424.442,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Oklahoma,804.399174,3895.751529,192723207,1340665.29,0,166643.6601,2994281.058,2827637.398,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Oregon,1282.866104,5684.771953,302284164.8,2138110.174,0,265765.4432,4775317.779,4509552.335,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Pennsylvania,3410.150689,16114.25048,817055491.4,5683584.481,0,706465.1612,12693883.76,11987418.6,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Rhode Island,278.0904883,1351.906672,66634636.42,463484.1472,0,57610.72151,1035159.046,977548.3246,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,South Carolina,1613.254397,7842.53723,386553357.1,2688757.328,0,334210.4591,6005149.232,5670938.773,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,South Dakota,381.3642588,1854.005156,91382904.39,635607.098,0,79005.47137,1419583.477,1340578.006,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Tennessee,1908.026174,9275.452396,457180567.1,3180043.624,0,395276.9663,7102402.411,6707125.445,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Texas,6854.584679,33319.71238,1642297531,11424307.8,0,1420032.636,25515383.07,24095350.44,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Utah,1121.944252,5428.319246,268823714.9,1869907.087,0,232428.0066,4176305.162,3943877.155,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Vermont,502.3324889,2242.941513,119299678.3,837220.8149,0,104065.9007,1869873.447,1765807.547,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Virginia,2382.642878,11424.03418,570902968.2,3971071.463,0,493601.1157,8869107.115,8375506,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Washington,1908.30693,8432.778065,448044643,3180511.55,0,395335.1292,7103447.492,6708112.363,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,West Virginia,562.6318,2734.836306,134797257.1,937719.6666,0,116557.8303,2094330.521,1977772.691,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Wisconsin,1664.832631,8082.15389,398913381.1,2774721.051,0,344895.6836,6197143.126,5852247.443,No,Yes,No,No,No,No,No
Prevention,Reshape Consumer Environments,Trayless,Wyoming,468.268485,2276.716496,112218865.2,780447.475,0,97009.01836,1743074.21,1646065.192,No,Yes,No,No,No,No,No
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Oklahoma,31156.86702,9586.890783,0,0,31.96694556,4962550.658,6353834.845,1391284.188,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,North Carolina,116515.4511,34553.81132,0,0,119.5448529,18558150.54,23761051.87,5202901.327,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Colorado,73586.93968,21731.78226,0,0,75.50020011,11720655.86,15006619.93,3285964.071,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Mississippi,30577.37229,9448.229701,0,0,31.37238397,4870250.879,6235658.208,1365407.329,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Florida,275833.74,53523.05208,0,0,283.0054172,43933778.93,56250906.99,12317128.06,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Delaware,10492.49659,3236.376422,0,0,10.7653015,1671206.089,2139739.866,468533.7774,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Vermont,7310.238474,1852.766935,0,0,7.500304674,1164347.774,1490780.441,326432.667,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Louisiana,67252.46774,17694.29102,0,0,69.0010319,10711724.57,13714828.02,3003103.453,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Nevada,37428.6966,11306.22485,0,0,38.40184272,5961504.5,7632852.063,1671347.563,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New York,170878.2774,35115.46294,0,0,175.3211126,27216860.65,34847289.13,7630428.478,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,West Virginia,15190.65516,4943.343252,0,0,15.5856122,2419511.427,3097837.598,678326.1717,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Jersey,92174.85384,18839.15624,0,0,94.57140004,14681270.14,18797262.18,4115992.04,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,South Carolina,56075.87033,16407.03298,0,0,57.53384296,8931557.433,11435579.15,2504021.719,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Mexico,21819.73497,5427.288242,0,0,22.38704807,3475366.764,4449709.024,974342.2603,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Arkansas,30084.20167,9674.405463,0,0,30.86639091,4791700.484,6135085.686,1343385.202,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Hawaii,11576.21867,2674.323046,0,0,11.87720036,1843817.337,2360743.83,516926.4926,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Missouri,71338.82446,20302.83486,0,0,73.1936339,11362584.37,14548160.71,3185576.341,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Connecticut,38009.66313,1807.588442,0,0,38.99791438,6054038.703,7751328.847,1697290.144,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,South Dakota,11214.99335,2927.441724,0,0,11.50658318,1786282.703,2287078.978,500796.2742,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Indiana,82458.69073,22979.36833,0,0,84.60261669,13133715.58,16815840.38,3682124.794,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Iowa,45724.35447,14301.40485,0,0,46.91318768,7282806.234,9324589.553,2041783.319,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Massachusetts,81020.93671,8821.556121,0,0,83.12748107,12904715.44,16522638.51,3617923.075,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Rhode Island,8696.472183,2695.012731,0,0,8.922580459,1385141.957,1773475.746,388333.7894,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Ohio,138977.2792,39468.24263,0,0,142.5906885,22135787.53,28341703.26,6205915.727,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Michigan,115014.5419,29537.04401,0,0,118.00492,18319091.27,23454970.73,5135879.464,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Minnesota,84672.05072,13207.5881,0,0,86.87352404,13486251.39,17267211.94,3780960.558,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Pennsylvania,141198.5498,28062.27387,0,0,144.8697121,22489583.3,28794688.03,6305104.731,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Washington,125549.9887,14786.91529,0,0,128.8142884,19997138.3,25603469.45,5606331.147,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Kentucky,51504.89311,16210.85864,0,0,52.84402033,8203509.07,10503417.57,2299908.503,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Montana,8006.31605,2529.810445,0,0,8.214480267,1275216.438,1632731.875,357515.4368,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Wisconsin,152659.2797,21948.59438,0,0,156.628421,24315006.02,31131880.18,6816874.169,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Arizona,83024.05425,24287.66371,0,0,85.18267966,13223764.6,16931135.23,3707370.635,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Illinois,147712.9636,46361.39071,0,0,151.5535007,23527175.06,30123175.56,6596000.504,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Virginia,97206.48764,24816.0491,0,0,99.73385632,15482690.19,19823365.68,4340675.496,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Maryland,62202.76534,12128.35193,0,0,63.82003723,9907426.631,12685039.79,2777613.159,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Georgia,120455.4893,28380.72615,0,0,123.587332,19185705.27,24564545.75,5378840.482,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Wyoming,6023.795431,1870.793821,0,0,6.180414112,959447.8791,1228435.494,268987.6144,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Utah,30278.12034,8202.31702,0,0,31.06535147,4822587.134,6174631.614,1352044.48,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,New Hampshire,18043.4348,3586.010293,0,0,18.51256411,2873891.627,3679606.32,805714.6926,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,North Dakota,11189.04007,2489.029759,0,0,11.47995511,1782148.96,2281786.311,499637.3516,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,California,434929.6302,93390.14635,0,0,446.2378006,69273984.49,88695408.25,19421423.76,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Nebraska,21927.23229,6887.860029,0,0,22.49734033,3492488.541,4471631.006,979142.4649,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Maine,18443.51521,1584.748648,0,0,18.9230466,2937614.956,3761194.908,823579.9529,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Tennessee,79154.59776,24382.44625,0,0,81.2126173,12607451.86,16142035.11,3534583.249,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Kansas,32678.71018,10647.49529,0,0,33.52835665,5204944.214,6664185.053,1459240.838,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Texas,321451.5435,95749.76595,0,0,329.8092837,51199614.13,65553767.56,14354153.43,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Oregon,54311.22266,11689.92863,0,0,55.72331445,8650490.871,11075713.7,2425222.833,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Idaho,37433.15634,4044.200241,0,0,38.40641841,5962214.831,7633761.54,1671546.709,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Alaska,7012.680441,2177.960371,0,0,7.195010132,1116953.83,1430099.288,313145.4586,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Alabama,50937.62934,14167.7952,0,0,52.2620077,8113157.392,10387735.2,2274577.807,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Oklahoma,109742.3256,46359.40726,0,0,113.0345954,10605842.51,10997550.3,391707.791,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,North Carolina,414763.5453,172588.6132,0,0,427.2064517,40084049.75,41564482.31,1480432.561,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Colorado,266628.6254,112305.9106,0,0,274.6274842,25767826.53,26719515.04,951688.5058,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Mississippi,107721.9673,46449.1936,0,0,110.9536263,10410588.74,10795085.18,384496.4429,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Florida,972019.2173,308772.0066,0,0,1001.179794,93938985.5,97408453.62,3469468.123,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Vermont,26696.88179,9895.96681,0,0,27.49778824,2580070.38,2675360.657,95290.27687,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Delaware,36619.40624,16066.46906,0,0,37.71798842,3539014.261,3669721.412,130707.151,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Louisiana,243521.5558,95885.70656,0,0,250.8272024,23534686.85,24403898.35,869211.4928,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Nevada,133848.4721,57368.36651,0,0,137.8639263,12935536.11,13413286.96,477750.8501,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,New York,613773.4309,200296.2177,0,0,632.1866338,59316989.21,61507755.93,2190766.721,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,West Virginia,53737.95064,24132.06145,0,0,55.35008916,5193404.077,5385213.152,191809.0748,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,New Jersey,324174.1106,103284.7377,0,0,333.899334,31329202.69,32486290.66,1157087.97,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,South Carolina,198254.592,82129.42961,0,0,204.2022297,19159945.51,19867583.77,707638.2594,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Arkansas,106130.4557,45904.79106,0,0,109.3143694,10256780.08,10635595.87,378815.7955,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,New Mexico,77924.15383,29528.29287,0,0,80.26187844,7530834.603,7808972.487,278137.8834,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Hawaii,40849.53966,14318.32487,0,0,42.07502585,3947827.621,4093633.561,145805.94,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Missouri,259402.318,106893.2918,0,0,267.1843875,25069453.52,25995348.87,925895.3499,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Connecticut,135472.3982,20619.05372,0,0,139.5365702,13092477.42,13576024.61,483547.1962,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,South Dakota,41350.97926,16340.72826,0,0,42.59150864,3996288.316,4143884.065,147595.749,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Indiana,297231.2139,115087.6189,0,0,306.1481503,28725356.65,29786276.23,1060919.582,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Iowa,168508.9554,70242.32929,0,0,173.5642241,16285233.91,16886699.85,601465.9369,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Massachusetts,289902.3818,61430.7389,0,0,298.5994533,28017075.34,29051835.82,1034760.481,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Rhode Island,30603.74114,13282.34443,0,0,31.52185337,2957641.52,3066876.71,109235.1904,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Ohio,501959.0231,206577.4811,0,0,517.0177937,48510894.18,50302557.14,1791662.961,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Michigan,418493.26,159115.2001,0,0,431.0480578,40444501.08,41938246.26,1493745.185,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Minnesota,313716.4953,87921.1086,0,0,323.1279902,30318545.95,31438307.13,1119761.174,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Pennsylvania,500391.1894,155765.8475,0,0,515.4029251,48359373.81,50145440.64,1786066.828,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Washington,468659.6684,122037.3438,0,0,482.7194585,45292740.11,46965546.32,1672806.207,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Kentucky,185422.8724,80623.25588,0,0,190.9855585,17919847.89,18581685.36,661837.4755,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Montana,29170.69053,12694.05594,0,0,30.04581125,2819147.015,2923267.159,104120.144,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Wisconsin,578894.7217,175856.4336,0,0,596.2615634,55946201.37,58012474.08,2066272.711,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Arizona,296229.8766,124996.5275,0,0,305.1167729,28628584.28,29685929.75,1057345.468,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Illinois,534658.0362,226533.9895,0,0,550.6977773,51671029.36,53579406.25,1908376.893,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Virginia,350829.8414,130821.9115,0,0,361.3547367,33905296.11,35157527.47,1252231.365,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Maryland,217099.9035,67661.32556,0,0,223.6129006,20981215.52,21756119.12,774903.604,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Georgia,427819.3443,147240.0999,0,0,440.6539246,41345803.11,42872836.27,1527033.16,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Wyoming,21714.07928,9492.064801,0,0,22.36550166,2098516.719,2176021.674,77504.95519,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Utah,110648.3076,43577.38823,0,0,113.9677568,10693399.45,11088341,394941.5497,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,New Hampshire,64014.24055,20362.73781,0,0,65.93466777,6186536.961,6415025.62,228488.6585,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,North Dakota,41362.05432,14746.64013,0,0,42.60291595,3997358.644,4144993.924,147635.2796,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,California,1581253.794,497385.0864,0,0,1628.691408,152817325.6,158461359.7,5644034.125,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Nebraska,79849.5192,34258.39904,0,0,82.24500478,7716907.951,8001918.12,285010.1691,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Maine,67265.49528,13122.33106,0,0,69.28346014,6500748.415,6740841.91,240093.4956,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Tennessee,282751.3221,121792.87,0,0,291.2338617,27325974.5,28335210.41,1009235.909,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Kansas,119059.9702,52286.59671,0,0,122.6317693,11506328.9,11931294.54,424965.6425,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Texas,1148603.283,481229.7802,0,0,1183.061382,111004623.4,115104380.3,4099756.883,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Oregon,200548.8127,65937.48289,0,0,206.5652771,19381666.2,20097493.31,715827.1156,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Idaho,141722.608,38413.10821,0,0,145.9742862,13696517.29,14202373.62,505856.3267,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Alaska,25068.06434,10956.80136,0,0,25.82010627,2422656.353,2512132.825,89476.47184,Yes,Yes,Yes,Yes,No,Yes,Yes
Recycling,Recycle Anything Remaining,Centralized Composting,Alabama,178776.105,70637.55053,0,0,184.1393881,17277483.44,17915596.34,638112.8957,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Oklahoma,26388.13442,8869.210437,0,0,27.07422591,2316695.758,2931374.165,614678.4074,No,No,Yes,No,No,No,No
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Colorado,55720.31631,18844.2586,0,0,57.16904453,4891858.529,6189793.227,1297934.698,No,No,Yes,No,No,No,No
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,North Carolina,91495.38148,31245.97988,0,0,93.8742614,8032661.907,10163931.76,2131269.853,No,No,Yes,No,No,No,No
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Mississippi,23841.60777,8264.680377,0,0,24.46148957,2093128.325,2648488.596,555360.2715,No,No,Yes,No,No,No,No
